panda_joint1_velocity,panda_joint2_velocity,panda_joint3_velocity,panda_joint4_velocity,panda_joint5_velocity,panda_joint6_velocity,panda_joint7_velocity,panda_finger_joint1_velocity,panda_finger_joint2_velocity,Timestamp
0.0003655085372240005,-0.00010322718770129208,0.0005928077072310452,-0.0005581218991339417,0.00014403856859494696,0.00021919496114364064,-0.0011689961469371175,0.0,0.0,1730274866.2384558
0.00025654829333049926,0.0004833523446556074,-5.253846130141623e-05,3.678530445770123e-05,3.728501915940309e-05,-9.835652497083714e-05,8.952877962259161e-05,0.0,0.0,1730274866.3223267
0.0003099320897719605,0.00026136012246491633,-0.00038967584042538843,-9.665427839754855e-06,-6.029145581304221e-05,3.056616868064343e-05,-0.0004315854751346311,0.0,0.0,1730274866.4061978
0.0005750795128461679,-2.2823670954345063e-05,0.001193988749671766,0.0004176260008708891,0.000481276188131631,-8.933236587548429e-05,0.00027658116849999323,0.0,0.0,1730274866.4900687
-0.00027045027690065723,0.0006548360026927885,0.00010577333699520001,-8.179622769542729e-05,-0.00048622683275057946,-4.774951985446034e-05,-0.0011715673613978542,0.0,0.0,1730274866.5739396
0.0002380534853282634,0.0003681298863328967,0.0003799660195771216,0.0002728743494119771,0.0006103364781015491,-9.14223443199857e-05,0.00024615830782504595,0.0,0.0,1730274866.6578107
-0.0003085055035514549,-0.0002880056794224737,-0.0006317589804233509,-0.00010984417779685257,-0.00010665479975386422,-5.37517975592433e-06,-0.0004953053804671907,0.0,0.0,1730274866.7416816
-8.560188640139211e-05,2.989501662636213e-05,0.0013796695253367286,-0.000691143273945019,-5.843849471494607e-05,-0.00014142553072821513,-9.463038717110147e-05,0.0,0.0,1730274866.8255525
0.0004092943236183409,-0.0002678913280301259,0.0006088622843936752,0.00028769028135399675,0.00038506364196072855,-0.00022340591310137807,0.0004919066271685629,0.0,0.0,1730274866.9094236
-0.0011765964062880549,-1.2624532607350918e-05,-0.001315688060654974,0.0001524993945466859,-0.0006424337506513463,0.0002573039176500831,-0.0013820969227375268,0.0,0.0,1730274866.9932945
0.0005760789700945283,-6.051013230451546e-05,0.0032547745942484124,0.0007468873646396607,0.0011640581122070817,-0.00030234125699487923,0.0025008373990557916,0.0,0.0,1730274867.0771654
-0.0008465414285558545,-0.00010207539718826081,-0.0019207551186528615,-0.0011025525393087811,-0.0013855274306232837,0.00012818850877393452,-0.0016544876423210308,0.0,0.0,1730274867.1610365
