panda_joint1_velocity,panda_joint2_velocity,panda_joint3_velocity,panda_joint4_velocity,panda_joint5_velocity,panda_joint6_velocity,panda_joint7_velocity,panda_finger_joint1_velocity,panda_finger_joint2_velocity,Timestamp
-0.002015453786869813,0.0005920893203075531,-0.0041780032758540865,-0.0030641351715325,-0.0014092201087699094,0.00021634086599199177,-0.003107139145536668,0.0,0.0,1730277465.6659684
0.004991170543387066,-0.00013320700436067853,0.008552047615161427,0.001796516322550306,0.006213113010221582,-0.0015850385271045826,0.009396401409307401,0.0,0.0,1730277465.7379816
-0.008981530988760526,0.0016514112977973508,-0.018575468676351417,-0.005009666573318704,-0.012468010518707011,0.0030700339151280066,-0.0214088459805408,0.0,0.0,1730277465.8099945
0.029989748732665352,-0.0031410157537101824,0.0696469084618962,0.016312964886818278,0.05024763417723981,-0.015287984748561292,0.08512254968303533,0.0,0.0,1730277465.8820076
0.09860641167635797,-0.01886477412325659,0.20408524976428435,0.06450986694950904,0.1462129210978861,-0.043162389796317875,0.2555881082318353,0.0,0.0,1730277465.9540205
0.09717624692398735,-0.022551162789514193,0.19764471068880018,0.06752577471736318,0.14735592108334725,-0.04766310793733777,0.2623514954514723,0.0,0.0,1730277466.0260336
0.09327236823434723,-0.02275150075766566,0.19214249556457022,0.06057913881329857,0.14048592931501658,-0.045529838780223666,0.24984021621779434,0.0,0.0,1730277466.0980465
0.09588836824949666,-0.02326582313238158,0.2021683380527318,0.06896995122853056,0.14346998033106106,-0.046366287230631485,0.26151574700314956,0.0,0.0,1730277466.1700597
0.09251465565243056,-0.02125431693911543,0.19665062858642218,0.06575347739141565,0.1384306261345983,-0.04642634428850499,0.2545684150233124,0.0,0.0,1730277466.2420726
0.09560655011094897,-0.02221014893707015,0.2002653482063265,0.06335302816936368,0.14005963146351927,-0.04647997090304622,0.2548977575916355,0.0,0.0,1730277466.3140857
0.09445967425225532,-0.022777487039355813,0.1969195104003534,0.0666264585566327,0.13937496749824346,-0.04769381821583318,0.2592407735608359,0.0,0.0,1730277466.3860986
0.0970672248902026,-0.02280413523812991,0.19258739485882417,0.06443624467674215,0.13880395937137585,-0.04284698061006203,0.2542106510724771,0.0,0.0,1730277466.4581118
0.09782016931247334,-0.022381975772223978,0.19596376011208802,0.0648923240185547,0.14396942417719583,-0.04288804649229418,0.25466805903457757,0.0,0.0,1730277466.530125
0.09865878762350305,-0.02278579813794667,0.2002714267371203,0.06504375117066322,0.1423633724490011,-0.04775149919238831,0.25963982431333055,0.0,0.0,1730277466.6021378
0.0941757981775815,-0.02228749681263368,0.18790107964152922,0.06204922317776465,0.1336934941272065,-0.04276444027884056,0.25084649234143264,0.0,0.0,1730277466.674151
0.10207557773774556,-0.024876883846194433,0.2100216748002459,0.0703837889083576,0.15019384370453145,-0.048647179157394874,0.2773717296149439,0.0,0.0,1730277466.7461638
0.06648285078850581,-0.020154692985309895,0.13140144556321692,0.04288561883451115,0.08576948663917477,-0.03116781353469789,0.16198997305552987,0.0,0.0,1730277466.818177
-7.175978120145689e-05,-0.0016294590062067157,-0.00420249236144359,-0.0004163505935598585,-0.006769695913980996,0.0008425976443128267,-0.006944894664266178,0.0,0.0,1730277466.89019
-0.0015288759219571747,0.0013749189072276675,-0.0017200354391972135,-0.0010580122588142147,-0.0007029227074816194,-0.0012680929640981437,-0.00038374725760759464,0.0,0.0,1730277466.962203
0.002339428836143462,-0.0011590371255329392,0.002623300468242435,0.0011639952178149316,0.0007537190379900465,-0.0007672299088070986,0.0021761172686904206,0.0,0.0,1730277467.034216
-0.0026998362184568383,0.0003229226743884364,-0.0036416555727497354,-8.096546790614794e-05,-0.0023569074641622166,0.00029091270821742676,-0.004776456295199685,0.0,0.0,1730277467.106229
0.0012802003664393726,-0.0002813260774605354,0.0029756951495780704,0.0016125040562415753,0.0016875438146704165,9.350759883922168e-05,0.0036876404884814192,0.0,0.0,1730277467.1782422
-0.0014570487175653072,-8.663100729840386e-05,-0.0034029630556822324,-0.0006541271731823005,-0.0022711054044909943,0.001019069766237312,-0.004116854019805426,0.0,0.0,1730277467.250255
0.0010710032791235186,0.0011014990058111252,0.00142766343242602,-0.0010359100745434757,0.0014403598708751378,-0.0006755057684191911,0.002287080578730204,0.0,0.0,1730277467.3222682
-0.0006509716464480556,0.0012237762122347038,-0.001151701909622735,-0.00039359029394572483,-0.0013159009663093915,0.0014481067691098656,-0.0011727926376382469,0.0,0.0,1730277467.3942811
0.00038799390835933854,-0.0014409203033732818,0.0018285291482966458,0.0011975095311886669,0.0010959447863546164,-0.001720375900463936,0.0012225523118198594,0.0,0.0,1730277467.4662943
0.0009388201141125571,0.001946245107506157,-0.0012839978247464773,-0.0002987049443147699,-0.0011139223928024558,0.0013518736067253383,-0.001310981228024464,0.0,0.0,1730277467.5383072
