timestamp,_data,_check_fields
3600380112,"array('h', [-2, -1, -1, -2, 1, -1, 0, 4])",False
3600404314,"array('h', [-3, -2, -1, 0, -2, -4, -5, -2])",False
3607202133,"array('h', [-3, -3, -1, -3, -2, -2, -3, -5])",False
3607224313,"array('h', [0, 0, 0, -3, -2, 2, 0, -1])",False
3621681698,"array('h', [4, -3, -14, -20, -12, -1, 6, 5])",False
3621717860,"array('h', [-1, -2, 4, 15, 22, 3, 0, 1])",False
3629864198,"array('h', [-3, 3, 9, 19, 0, 3, -3, -4])",False
3629893830,"array('h', [-1, -5, 1, 14, 14, 2, -1, -2])",False
3653027358,"array('h', [-3, -2, 6, -1, -3, 4, 2, -2])",False
3653053881,"array('h', [-3, -5, -15, -31, -18, -4, -1, -3])",False
3653744868,"array('h', [4, 3, 0, -6, -7, -9, -2, 4])",False
3653782525,"array('h', [-7, 0, 5, -16, -17, -7, -5, -8])",False
3659037098,"array('h', [4, 1, -10, 9, 14, 5, 0, 3])",False
3659061105,"array('h', [-1, 5, 24, 31, 6, 3, -2, -1])",False
3674682846,"array('h', [-4, -2, 2, 14, 11, 4, 0, -3])",False
3674722110,"array('h', [5, 6, -7, -4, -11, 1, 2, 3])",False
3681651009,"array('h', [12, 9, -17, -39, -8, -4, 6, 6])",False
3681683960,"array('h', [6, -2, -8, -14, -7, -3, 1, 2])",False
3690322876,"array('h', [-5, -10, -2, 20, 6, -8, -9, -4])",False
3690353110,"array('h', [-15, -6, 16, -3, -18, -5, -3, -8])",False
3704536415,"array('h', [-5, -8, -1, -14, 0, 4, 4, 1])",False
3704589701,"array('h', [-1, 0, -23, -47, -1, 2, -1, -2])",False
3705385498,"array('h', [9, 7, -2, 1, -10, -12, 0, 4])",False
3705448869,"array('h', [15, 17, 14, 43, 25, 13, 5, 6])",False
3719023735,"array('h', [11, 12, 24, 66, 19, -1, -2, 4])",False
3719050642,"array('h', [-7, -11, 14, 13, 4, 15, 4, 0])",False
3727106546,"array('h', [-13, -16, -27, -3, 2, -8, -11, -8])",False
3727137685,"array('h', [-9, -18, -21, -36, 5, -7, -6, -8])",False
3741667586,"array('h', [-9, 5, -9, -67, -56, -19, -9, -8])",False
3741711797,"array('h', [20, 18, 4, 8, 11, 7, 12, 17])",False
3749735622,"array('h', [7, 7, 24, -38, -12, 11, 9, 7])",False
3749778230,"array('h', [2, 2, 8, 52, 31, -1, -2, 3])",False
