Timestamp,panda_joint1_position,panda_joint2_position,panda_joint3_position,panda_joint4_position,panda_joint5_position,panda_joint6_position,panda_joint7_position,panda_finger_joint1_position,panda_finger_joint2_position,panda_joint1_velocity,panda_joint2_velocity,panda_joint3_velocity,panda_joint4_velocity,panda_joint5_velocity,panda_joint6_velocity,panda_joint7_velocity,panda_finger_joint1_velocity,panda_finger_joint2_velocity,panda_joint1_effort,panda_joint2_effort,panda_joint3_effort,panda_joint4_effort,panda_joint5_effort,panda_joint6_effort,panda_joint7_effort,panda_finger_joint1_effort,panda_finger_joint2_effort
1730267833.7315505,-0.0001724752871034,-0.7847122784529725,-0.0012883225559969,-2.356851811659947,0.0023575997513917,1.5668856571034826,0.7939476697025901,0.0404739789664745,0.0404739789664745,-0.0008625000882349,-0.0002583578456877,0.0004291837749715,0.0007369797510752,0.0001308032105134,-0.0002247268056252,-0.0015616221964319,0.0,0.0,-0.0519419759511947,-4.174012660980225,-0.7238137125968933,22.161598205566406,0.573189914226532,2.404447555541992,-0.0640894621610641,0.0,0.0
1730267833.7649071,-0.0001753067235351,-0.7847152192763619,-0.0012903174832361,-2.356854334343564,0.0023575814848472,1.566884993457191,0.7939544827102868,0.0404739789664745,0.0404739789664745,-0.0006422444193842,-0.0003391856885908,-0.0018822547864907,3.687037979992562e-05,-0.0001585564359554,-0.0003845027364288,0.0003684087911541,0.0,0.0,-0.0519419759511947,-4.174012660980225,-0.6841408610343933,22.197303771972656,0.582345187664032,2.404447555541992,-0.1254297941923141,0.0,0.0
1730267833.798282,-0.0001704463288274,-0.78471028520993,-0.0012934740183198,-2.3568571013386723,0.0023614616669602,1.566887160464068,0.7939522558985139,0.0404739789664745,0.0404739789664745,-0.000424807756988,0.0001543779746212,0.0003430600669641,-0.0008723477281227,0.0005904595472023,0.0001453866553658,0.0001951364893915,0.0,0.0,-0.0876475423574447,-4.213685512542725,-0.6841408610343933,22.23697662353516,0.564034640789032,2.394376754760742,-0.1052881926298141,0.0,0.0
1730267833.831549,-0.0001725497367132,-0.7847101562193725,-0.001293498347751,-2.356853364983962,0.0023589059983443,1.5668856967792075,0.7939511238386233,0.0404739789664745,0.0404739789664745,0.0001435719148286,0.000368375517011,6.058994120915716e-05,-0.0068595315206376,-0.0005074822031016,-0.0002575566918874,-0.0022784128535863,0.0,0.0,-0.0876475423574447,-4.249391078948975,-0.6484352946281433,22.197303771972656,0.590584933757782,2.404447555541992,-0.0952173918485641,0.0,0.0
1730267833.8648963,-0.0001728136316657,-0.784714636377932,-0.0012910885709711,-2.3568514860129106,0.002356641063422,1.5668868198493815,0.7939555997440252,0.0404736511409282,0.0404736511409282,-8.816068851918624e-05,-0.0007559853596085,0.0005705276115558,-0.0009831654797785,-0.000152747780027,9.767072323275766e-05,0.0014670853230263,0.0,0.0,-0.0876475423574447,-4.174012660980225,-0.7238137125968933,22.197303771972656,0.582345187664032,2.394376754760742,-0.1355005949735641,0.0,0.0
1730267833.8982265,-0.0001727845145905,-0.7847147061488146,-0.0012885972880872,-2.3568522255082907,0.0023561104712678,1.5668882744299424,0.7939511369265572,0.0404736511409282,0.0404736511409282,-0.000365607602196,-0.0001212864007091,-0.0007654840105671,-9.394660535733068e-05,-0.0002533772721618,0.0008235915184975,-0.001358586884879,0.0,0.0,-0.0876475423574447,-4.174012660980225,-0.7238137125968933,22.197303771972656,0.582345187664032,2.384305953979492,-0.0952173918485641,0.0,0.0
1730267833.9315493,-0.0001703080501434,-0.7847124338796103,-0.0012892724627718,-2.3568511994207544,0.0023596656285005,1.56688825306133,0.7939499615333366,0.0404736511409282,0.0404736511409282,0.001100224577285,0.0007759609040835,0.0003414543183604,9.571287698274658e-05,-0.0002362931477548,0.0008423082930058,-0.0018385212334435,0.0,0.0,-0.1233531087636947,-4.213685512542725,-0.7238137125968933,22.161598205566406,0.582345187664032,2.384305953979492,-0.0741602629423141,0.0,0.0
1730267833.9648654,-0.0001725770138132,-0.7847080130645117,-0.0012882229740767,-2.3568565873677243,0.0023608961923715,1.566886862231105,0.7939522442700409,0.0404736511409282,0.0404736511409282,-9.126863560476734e-05,0.001245925089794,-0.0003063616248324,-0.0006405925230459,-0.0001068192647842,0.0004949581605093,2.1184744423698543e-05,0.0,0.0,-0.0876475423574447,-4.249391078948975,-0.6841408610343933,22.197303771972656,0.582345187664032,2.384305953979492,-0.1052881926298141,0.0,0.0
1730267833.9981568,-0.0001703080858247,-0.7847124352165185,-0.0012882436131126,-2.3568525098784403,0.0023576525436359,1.5668850988952057,0.7939543027530114,0.0404736511409282,0.0404736511409282,0.0006501055903778,0.0001052462022714,0.0109955896985105,-0.0001861452730062,0.0001897659199015,0.000764305808783,-0.0010219517090165,0.0,0.0,-0.1233531087636947,-4.213685512542725,-0.7238137125968933,22.161598205566406,0.573189914226532,2.384305953979492,-0.0952173918485641,0.0,0.0
1730267834.0315487,-0.0001706788380722,-0.7847099256502622,-0.0012905922585455,-2.3568543182637542,0.0023555530166651,1.566882874192217,0.7939601773868005,0.0404736511409282,0.0404736511409282,-0.0002365695162672,0.0002359094903182,0.000152466241756,-0.0006568943367618,-0.0001848584089126,-0.0001675043042682,0.0015944265871568,0.0,0.0,-0.0876475423574447,-4.249391078948975,-0.6841408610343933,22.197303771972656,0.590584933757782,2.404447555541992,-0.1766993254423141,0.0,0.0
1730267834.0649245,-0.0001717879223199,-0.7847104129285292,-0.0012959873573907,-2.356852042204697,0.0023571273176456,1.5668860138149112,0.7939487841576338,0.0404736511409282,0.0404736511409282,-0.0001339068458954,0.0004792971802736,-0.0079868046015213,0.0005079574775618,0.0001524791688237,5.40920693188074e-05,-0.0017239923867784,0.0,0.0,-0.0876475423574447,-4.213685512542725,-0.6484352946281433,22.161598205566406,0.573189914226532,2.404447555541992,-0.0741602629423141,0.0,0.0
1730267834.0982168,-0.0001704464757746,-0.7847105264584494,-0.001290317363073,-2.3568571013735,0.0023615203058684,1.5668813014532117,0.7939578377065493,0.0404736511409282,0.0404736511409282,-0.0001755858446323,-0.0002489757878249,0.0010627801734724,0.0018624708707592,0.000360892580105,-0.0002204512443304,0.0004630951786902,0.0,0.0,-0.0876475423574447,-4.213685512542725,-0.6841408610343933,22.23697662353516,0.573189914226532,2.404447555541992,-0.1556421965360641,0.0,0.0
1730267834.1315494,-0.0001701989774373,-0.7847154533444761,-0.0012903780610372,-2.3568500225164315,0.0023613973372955,1.5668828606162135,0.7939511630844803,0.0404736511409282,0.0404736511409282,-0.0001302332921954,0.0001073705305069,-0.0007725108347477,-0.0019326853290182,0.0005319207029395,0.000177440418762,-0.0013431421186918,0.0,0.0,-0.1233531087636947,-4.174012660980225,-0.7238137125968933,22.121925354003903,0.564034640789032,2.404447555541992,-0.0952173918485641,0.0,0.0
1730267834.1648824,-0.0001706827348006,-0.7847098231369165,-0.0012931741831733,-2.356852143290172,0.002361904680377,1.566887721507653,0.793957837759646,0.0404736511409282,0.0404736511409282,-0.000430874709539,0.0012517329696281,-0.0012667775152035,0.0005554826511521,0.0033965531869214,-0.0004754220024861,0.0014844381660516,0.0,0.0,-0.0876475423574447,-4.249391078948975,-0.6484352946281433,22.161598205566406,0.573189914226532,2.414518356323242,-0.1556421965360641,0.0,0.0
1730267834.1982176,-0.0001753154850835,-0.7847158044579035,-0.0012927981688468,-2.356853954833716,0.0023561086859041,1.5668866878967112,0.7939500048607833,0.0404736511409282,0.0404736511409282,-0.001135300558012,-0.0013759510156558,-0.0013536764438454,0.0007236881281726,-0.0003749793308329,6.368671465824462e-05,-0.0020107789171434,0.0,0.0,-0.0519419759511947,-4.138307094573975,-0.6484352946281433,22.161598205566406,0.582345187664032,2.394376754760742,-0.0851465910673141,0.0,0.0
1730267834.2315502,-0.0001752375625302,-0.7847080181801849,-0.0012889450260053,-2.3568520123890138,0.002356244905215,1.566883506016098,0.793954426439156,0.0404736511409282,0.0404736511409282,-0.0002408597217744,0.000977285255007,0.0025713161806727,-0.0017640816826451,-0.0001612765943247,0.0001738286961151,0.0006465416896181,0.0,0.0,-0.0519419759511947,-4.249391078948975,-0.7238137125968933,22.121925354003903,0.582345187664032,2.394376754760742,-0.1153589934110641,0.0,0.0
1730267834.264877,-0.0001728137400585,-0.7847119466055552,-0.001290404849285,-2.356853858133336,0.0023594719783175,1.566887069440554,0.7939511239104036,0.0404736511409282,0.0404736511409282,0.0001444845858047,0.0002183318224891,0.0003302171982857,-0.0008807009228598,-0.0006668515738654,0.0005402797525054,-0.0014384250855315,0.0,0.0,-0.0876475423574447,-4.213685512542725,-0.7238137125968933,22.197303771972656,0.590584933757782,2.384305953979492,-0.0952173918485641,0.0,0.0
1730267834.2983112,-0.0001728137399864,-0.7847158171521907,-0.0012885943231992,-2.3568490294898123,0.0023628165363204,1.5668871735227257,0.7939598976423343,0.0404736511409282,0.0404736511409282,-0.0003176892561469,-0.0018212040190716,0.0010634334509178,0.0012103192571953,0.0005617021608885,0.0002812783505123,0.0004641982422953,0.0,0.0,-0.0876475423574447,-4.138307094573975,-0.7238137125968933,22.121925354003903,0.564034640789032,2.394376754760742,-0.1455713957548141,0.0,0.0
1730267834.331549,-0.0001728049724192,-0.7847117157194168,-0.0012911040150116,-2.356851735025559,0.0023586691378858,1.5668881746075043,0.7939567187339291,0.0404736511409282,0.0404736511409282,-0.000438102947077,2.775707579075616e-05,-0.0024786496049602,0.0063708662686983,0.0006617998038687,0.0008410995498608,0.0001442838807161,0.0,0.0,-0.0876475423574447,-4.213685512542725,-0.6841408610343933,22.161598205566406,0.564034640789032,2.384305953979492,-0.1455713957548141,0.0,0.0
