panda_joint1_position,panda_joint2_position,panda_joint3_position,panda_joint4_position,panda_joint5_position,panda_joint6_position,panda_joint7_position,panda_finger_joint1_position,panda_finger_joint2_position,Timestamp
0.0008937574503555371,-0.7843228961044652,-0.0017552351631430435,-2.359163012561095,0.0030056583361596405,1.5729103006132021,0.7942467655448129,0.04077933434786374,0.04077933434786374,1729985299.8037183
0.0008895294243714604,-0.7843250051835094,-0.0017548703937108993,-2.3591672369553267,0.0030034553178801063,1.5729110632173837,0.7942420979622112,0.04077923449052203,0.04077923449052203,1729985299.8658986
0.0008902381274475424,-0.784326693415986,-0.0017542325967839743,-2.359165770429592,0.0030032325153214897,1.572910839171806,0.7942402437922224,0.0407791157202105,0.0407791157202105,1729985299.928079
0.0008930671360622799,-0.7843256142758764,-0.0017554419590591673,-2.3591645320562455,0.003004455146012117,1.572912041093379,0.7942429861585385,0.04077938526556007,0.04077938526556007,1729985299.9902592
0.0008905206916219516,-0.7843249154033383,-0.0017526632188339078,-2.359163738251227,0.0030049883554338027,1.5729108274231365,0.794245153346068,0.04077968953572027,0.04077968953572027,1729985300.0524395
0.0008898101879572121,-0.7843261732083862,-0.001759875235631919,-2.3591666058119762,0.0029992594081418387,1.5729123739892314,0.7942376685767752,0.04077943428989277,0.04077943428989277,1729985300.1146197
0.0009000467129939311,-0.7843267084878885,-0.001731350669169276,-2.359159398853679,0.0030198520363748536,1.5729075375000678,0.794269889362676,0.040779621527161754,0.040779621527161754,1729985300.1768
0.0008530714842492517,-0.784327046340855,-0.0018488834364412904,-2.359187521646322,0.002943514001948836,1.5729282676134149,0.7941379785662428,0.040779026145525046,0.040779026145525046,1729985300.2389803
0.0010827981606352525,-0.7843286325566299,-0.001312920856036336,-2.359050204087966,0.0032899700624757096,1.5728346241755542,0.7947331646999856,0.04077932525408963,0.04077932525408963,1729985300.3011606
0.0005811524781306303,-0.7843284002165234,-0.002451745609197901,-2.3594194526598615,0.002782112796687258,1.5730685943416494,0.7938968179984431,0.04077913642910389,0.04077913642910389,1729985300.3633409
0.010353429722853708,-0.785193734412893,0.02030518230080089,-2.353691951538308,0.018937268671044685,1.569418394341905,0.8223121331763432,0.04077935003379379,0.04077935003379379,1729985300.4255211
0.03404034655188323,-0.7920126263180521,0.07055989450282414,-2.33616109574008,0.05357942062584916,1.5599857064067775,0.8835112837338271,0.040779666427585966,0.040779666427585966,1729985300.4877014
