timestamp,_header,_orientation,_orientation_covariance,_angular_velocity,_angular_velocity_covariance,_linear_acceleration,_linear_acceleration_covariance,_check_fields
1730348241649972719,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=649659260), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7556150288883985, y=-0.1301269177374851, z=0.40972889248205324, w=0.49420152576004545)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-5.3125, y=4.125, z=2.6875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.45703125, y=0.560546875, z=0.576171875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241672678470,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=672395857), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7562826711478232, y=-0.12933282060868673, z=0.4087503065674257, w=0.4941990790318719)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-6.875, y=4.25, z=2.0)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.462890625, y=0.5419921875, z=0.576171875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241690417392,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=690212265), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7569505535478306, y=-0.12835566957838154, z=0.40752772504748147, w=0.49444093164739367)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-7.375, y=4.5, z=0.8125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.46484375, y=0.52880859375, z=0.58984375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241717755534,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=717359680), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7574429227881173, y=-0.12780704917955824, z=0.40618715964181473, w=0.4949318824245644)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-7.25, y=5.0, z=-1.0625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.4560546875, y=0.537109375, z=0.5869140625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241732553427,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=732293454), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7577478417492294, y=-0.12774597122683343, z=0.4049663254133014, w=0.49548102934516663)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-4.75, y=4.625, z=-1.6875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.43701171875, y=0.5458984375, z=0.59716796875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241750574131,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=750296945), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7578385780579936, y=-0.1275068290563103, z=0.4042497505217535, w=0.4959887472051591)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-3.6875, y=2.1875, z=-2.3125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.4482421875, y=0.5390625, z=0.59521484375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241770360205,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=769939527), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7576133427014958, y=-0.12737767229662625, z=0.40392210601776357, w=0.49663254407170476)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-2.875, y=0.375, z=-3.9375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.455078125, y=0.54248046875, z=0.58935546875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241800215364,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=799894431), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7571347713082904, y=-0.1275624080640328, z=0.40392728065443495, w=0.4973102875147078)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-1.3125, y=-0.0625, z=-5.0)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.4541015625, y=0.556640625, z=0.576171875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241810452276,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=810217976), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7566789195156696, y=-0.12817824723585594, z=0.4038835533141232, w=0.49788093462041755)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.6875, y=0.3125, z=-4.4375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.443359375, y=0.5634765625, z=0.58642578125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730348241830251885,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730348241, nanosec=829946773), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.7562123484510028, y=-0.12890399353741067, z=0.4041066956492405, w=0.4982212591126341)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=2.125, y=-0.1875, z=-3.4375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.439453125, y=0.57080078125, z=0.58349609375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
