timestamp,_data,_check_fields
37859321759,"array('h', [3.533028340317647, 9.22620485780734, 9.881698876324606, 5.7176796153794704, 2.522097730417082, 4.762981991633128, 3.4755046270919356, 3.0696599209774034])",False
37859348572,"array('h', [0.8341227247572873, 2.412166592791112, 4.326999008357438, 2.282184073202336, 1.344860183878698, 0.5947644261050767, 0.3815149894750662, 0.04478981359858932])",False
37867959511,"array('h', [1.2922714983877794, 4.692146904849168, 4.757831754730855, 2.723739872543304, 1.4729400863550757, 1.2189617714643863, 1.1854884662948553, 1.415303204853962])",False
37867989062,"array('h', [1.1007056757014075, 3.214612979859592, 3.7754825747269742, 3.21341439150848, 1.3212868040201213, 0.6948381667659785, 1.000947311737712, 1.3716701567459586])",False
37873852529,"array('h', [1.5806065794288773, 4.973282116009696, 4.9659900815854305, 5.065002178929544, 2.2158262891484863, 1.267701300029046, 1.4920481116494027, 1.9311817534260591])",False
37873895669,"array('h', [1.9697101701126645, 5.762640030072647, 5.768140437432171, 6.310074678807417, 2.5191210813776572, 1.2147844141295854, 1.5693818305793705, 2.0047912844082467])",False
37882853052,"array('h', [2.408828369282514, 6.412120796987997, 9.080536348741779, 9.555610273216663, 3.5728084678058316, 1.765778852574369, 2.0000384557889705, 2.533817513073898])",False
37882893395,"array('h', [2.595554784851134, 6.399592689983254, 11.994797715763543, 13.20297906057279, 4.274123551466917, 1.732376655394013, 1.971911754384952, 2.3781703462916433])",False
37897642021,"array('h', [2.9134702525164475, 8.21737214102174, 16.225865725434048, 14.441940570842295, 4.715643044505445, 2.0958205215394226, 2.1292903779435175, 2.4975648643268213])",False
37897659845,"array('h', [3.1439676103242915, 9.85424966351076, 18.976063096737487, 14.281971690534291, 4.835221668481953, 2.3135224817272495, 2.1627105086518803, 2.442052823060239])",False
37899273699,"array('h', [3.11724911115655, 10.7431583185868, 19.918110467783485, 14.351744087011292, 4.8380903637295205, 2.71710972372694, 2.2034071778202486, 2.754012668636745])",False
37899291334,"array('h', [3.0980044494196495, 10.254453540461903, 20.018804373120958, 13.863351632317604, 4.767843199553581, 2.9338649022851775, 2.2015134238742986, 2.759308010244789])",False
37920243172,"array('h', [3.1815758018017974, 10.601952165219814, 19.550446232958677, 13.739153817446685, 4.670500967471468, 3.381460282680421, 2.0863299138746267, 3.0657304546187425])",False
