timestamp,_header,_orientation,_orientation_covariance,_angular_velocity,_angular_velocity_covariance,_linear_acceleration,_linear_acceleration_covariance,_check_fields
1730344597977008182,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344597, nanosec=976801466), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.27989170516899753, y=-0.7049169635198258, z=0.041379541235189776, w=-0.6504155913619727)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-0.3125, y=-5.625, z=0.75)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.94580078125, y=0.34765625, z=0.04443359375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344597997929145,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344597, nanosec=997488480), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.27965229532647323, y=-0.7054171168449099, z=0.041014042439849414, w=-0.6499993333101135)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=4.1875, y=-5.8125, z=-1.8125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.96240234375, y=0.345703125, z=0.04296875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344598021703816,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344598, nanosec=21312596), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.27933974409468215, y=-0.7061918677997744, z=0.03973130290706535, w=-0.6493718324595626)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=7.8125, y=-5.25, z=-4.75)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.94921875, y=0.34912109375, z=0.02587890625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344598036677986,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344598, nanosec=36366911), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.278611939728886, y=-0.7071799661858931, z=0.038023053329922445, w=-0.6487111297652419)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=11.0625, y=-4.5625, z=-4.8125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.91552734375, y=0.34912109375, z=0.00927734375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344598057761490,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344598, nanosec=57372040), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.2773871971003583, y=-0.7083901422978787, z=0.03600845902952946, w=-0.6480301999585488)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=14.0625, y=-4.6875, z=-4.5625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.93017578125, y=0.34765625, z=-0.00146484375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344598081786453,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344598, nanosec=81393141), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.2759804737785732, y=-0.7096640754306168, z=0.033871995344340586, w=-0.6473518101214786)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=15.5625, y=-4.3125, z=-5.25)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.95263671875, y=0.3447265625, z=-0.0126953125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344598096840485,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344598, nanosec=96452587), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.27470702266386804, y=-0.7109058875780349, z=0.03173686998116227, w=-0.6466387258661813)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=14.5, y=-3.4375, z=-6.3125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.94970703125, y=0.3388671875, z=-0.029296875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344598118008200,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344598, nanosec=117541634), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.27366861382752183, y=-0.7120022410597391, z=0.029783738525385964, w=-0.6459653453948464)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=12.5625, y=-2.75, z=-6.5625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.9365234375, y=0.33203125, z=-0.03271484375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344598134267085,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344598, nanosec=133929301), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.27280828369750365, y=-0.7129023628345728, z=0.028318354280904182, w=-0.6454021476736244)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=9.8125, y=-2.1875, z=-5.25)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.9150390625, y=0.32470703125, z=-0.03759765625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
1730344598156786348,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1730344598, nanosec=156369450), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=-0.2719574309965649, y=-0.7136441294081762, z=0.027342219274340454, w=-0.6449834225250668)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=7.4375, y=-1.375, z=-3.5625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.9169921875, y=0.3154296875, z=-0.0439453125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
