Trail Name,Timestamp
R_r2deg45h0,1730273254.2940185
R_r2deg45h0,1730273254.3607662
R_r2deg45h0,1730273255.3273516
R_r2deg45h0,1730273255.4606917
R_r2deg45h0,1730273255.0273583
R_r2deg45h0,1730273255.2275276
R_r2deg45h0,1730273255.394122
R_r2deg45h0,1730273271.9606924
R_r2deg45h0,1730273271.4606967
R_r2deg45h0,1730273271.2606907
R_r2deg45h0,1730273291.9606917
R_r2deg45h0,1730273253.7607102
R_r2deg45h0,1730273259.0940278
R_r2deg45h0,1730273259.293983
R_r2deg45h0,1730273259.5273774
R_r2deg45h0,1730273259.0273583
R_r2deg45h0,1730273259.194034
R_r2deg45h0,1730273260.0273576
R_r2deg45h0,1730273260.4273572
R_r2deg45h0,1730273259.260692
R_r2deg45h0,1730273259.560698
R_r2deg45h0,1730273259.9273465
R_r2deg45h0,1730273261.494033
R_r2deg45h0,1730273261.727431
R_r2deg45h0,1730273261.8273602
R_r2deg45h0,1730273261.993972
R_r2deg45h0,1730273261.36069
R_r2deg45h0,1730273262.494029
R_r2deg45h0,1730273262.5606923
R_r2deg45h0,1730273262.6606922
R_r2deg45h0,1730273262.960691
R_r2deg45h0,1730273262.1606967
R_r2deg45h0,1730273263.8606925
R_r2deg45h0,1730273263.927359
R_r2deg45h0,1730273263.1273592
R_r2deg45h0,1730273262.294022
R_r2deg45h0,1730273262.3606951
R_r2deg45h0,1730273264.0606923
R_r2deg45h0,1730273263.1606972
R_r2deg45h0,1730273263.0273592
R_r2deg45h0,1730273265.260697
R_r2deg45h0,1730273266.6941073
R_r2deg45h0,1730273270.36069
R_r2deg45h0,1730273252.160705
R_r2deg45h0,1730273270.4273903
R_r2deg45h0,1730273270.6274393
R_r2deg45h0,1730273267.7273583
R_r2deg45h0,1730273252.2607062
R_r2deg45h0,1730273252.4274304
R_r2deg45h0,1730273252.4941082
R_r2deg45h0,1730273252.7607155
R_r2deg45h0,1730273268.460691
R_r2deg45h0,1730273268.527353
R_r2deg45h0,1730273268.6606965
R_r2deg45h0,1730273268.927431
R_r2deg45h0,1730273268.260692
R_r2deg45h0,1730273269.0940206
R_r2deg45h0,1730273269.5606902
R_r2deg45h0,1730273269.6274395
R_r2deg45h0,1730273269.9273224
R_r2deg45h0,1730273270.2606907
R_r2deg45h0,1730273270.5273578
R_r2deg45h0,1730273270.6941152
R_r2deg45h0,1730273270.8606915
R_r2deg45h0,1730273270.06069
R_r2deg45h0,1730273270.4606905
R_r2deg45h0,1730273270.8273582
R_r2deg45h0,1730273253.6273377
R_r2deg45h0,1730273270.994027
R_r2deg45h0,1730273271.1606915
R_r2deg45h0,1730273271.4273584
R_r2deg45h0,1730273271.7606907
R_r2deg45h0,1730273271.8606915
R_r2deg45h0,1730273253.027358
R_r2deg45h0,1730273253.094027
R_r2deg45h0,1730273253.2273402
R_r2deg45h0,1730273253.8940291
R_r2deg45h0,1730273276.49409
R_r2deg45h0,1730273276.5940254
R_r2deg45h0,1730273254.9940274
R_r2deg45h0,1730273254.0940003
R_r2deg45h0,1730273254.560704
R_r2deg45h0,1730273254.6273944
R_r2deg45h0,1730273254.127411
R_r2deg45h0,1730273254.69403
R_r2deg45h0,1730273254.3940403
R_r2deg45h0,1730273254.8607135
R_r2deg45h0,1730273281.0606909
R_r2deg45h0,1730273281.2606914
R_r2deg45h0,1730273281.2940242
R_r2deg45h0,1730273281.460692
R_r2deg45h0,1730273255.2942512
R_r2deg45h0,1730273281.327358
R_r2deg45h0,1730273270.894027
R_r2deg45h0,1730273270.7941017
R_r2deg45h0,1730273276.5274043
R_r2deg45h0,1730273286.3940325
R_r2deg45h0,1730273286.0941656
R_r2deg45h0,1730273286.4606926
R_r2deg45h0,1730273286.360693
R_r2deg45h0,1730273288.5606916
R_r2deg45h0,1730273288.6274245
